Sr No.,Description,Model No,Buy Price,Unnamed: 4,Unnamed: 5,GST,MSRP,Updated Date,Remarks
LOGIC,,,,,,,,,
,,,INR,INR with Margin ,USD,,,,
1.0,"AV Frames Designed for Collaboration Spaces
For 55"" Display",Logic Pod,150000,195000,2321.428571,0.18,,2025-06-30 00:00:00,Single Display
2.0,"AV Frames Designed for Collaboration Spaces
For 75"" Display",Logic Pod,175000,227500,2708.333333,0.18,,2025-06-30 00:00:00,Single Display
3.0,"AV Frames Designed for Collaboration Spaces
For 98"" Display",Logic Pod,250000,325000,3869.047619,0.18,,2025-06-30 00:00:00,Single Display
4.0,,,,,,,,,
